ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
14164720,8.074,4828,10.450,31,635.325,489.054,623.427,482.981
14164720,8.074,4828,10.450,32,627.660,440.532,585.358,440.071
14164726,14.935,31000,0.180,32,25917.018,4815.695,26219.195,4889.149
14342679,8.316,4754,6.029,35,543.383,250.875,598.296,243.800
14344979,12.335,5425,0.916,35,4781.522,2066.463,4774.051,1980.786
14564874,8.014,4131,28.953,33,460.088,219.401,442.819,202.240
14609933,8.257,9036,1.942,33,438.622,81.011,425.870,77.578
14614418,13.390,5670,1.017,36,9081.656,4811.639,9004.747,4805.595
14661418,12.481,4724,0.793,36,4588.745,2154.805,4549.090,2157.074
14680532,12.805,31000,0.180,36,5647.805,1112.183,5506.700,1114.116
14715718,14.339,2841,0.140,36,19085.124,4546.163,18806.113,4673.608
14717912,14.307,41381,0.147,36,18664.220,3516.510,17350.309,3496.525
16325702,8.459,5718,1.130,34,486.835,91.883,569.391,108.776
16489072,8.155,4006,38.490,34,497.756,228.237,559.967,178.208
17676722,8.611,8321,1.842,34,2508.088,2685.867,2535.770,2692.975
17684976,8.011,9745,3.508,35,397.305,86.538,467.931,100.339
17746821,11.316,6322,1.730,34,2357.841,1048.853,2434.412,1004.265
17817705,8.179,4869,10.920,34,504.718,277.469,548.928,269.376
17863112,8.296,4616,17.690,34,579.532,396.681,628.295,399.545
17897279,15.653,0,0.000,35,93249.373,36779.877,92497.081,38093.839
18786687,8.038,4242,42.969,35,486.831,142.549,531.962,177.151
18930259,8.169,4948,10.891,35,588.910,325.740,631.429,307.149
18934976,10.968,3351,0.344,34,1854.651,370.987,1886.106,371.254
18998800,10.483,3482,0.425,34,1445.947,383.702,1617.163,416.652
19064309,8.092,4679,12.008,34,561.891,387.692,589.262,379.110
19117868,8.170,4139,41.259,34,452.681,163.198,522.909,187.184
19341385,8.030,4316,33.783,34,498.357,300.251,514.636,159.394
19436296,8.103,4427,32.305,35,650.604,406.229,559.700,218.591
19513176,8.165,0,0.000,34,1365.948,1106.369,802.937,411.549
19684256,13.176,5790,1.022,35,7947.250,4197.542,7773.288,4066.415
19911846,8.089,5033,10.084,35,565.738,387.818,632.503,388.798
19946620,8.033,4207,24.057,34,489.220,271.540,449.058,187.932
19976193,7.832,3864,0.621,35,840.624,745.519,854.324,743.623
20061482,15.420,0,0.000,32,40726.069,7311.575,41539.785,7779.704
20061482,15.420,0,0.000,33,41979.466,7340.346,42012.401,7666.804
20090407,8.174,4781,12.048,35,574.922,388.876,614.935,387.315
20096356,8.854,5458,0.955,32,6893.963,7620.594,6960.695,7626.186
20096356,8.854,5458,0.955,33,3873.116,4018.155,3866.134,4011.108
20143614,14.788,0,0.000,32,22181.308,3993.702,22368.897,4310.146
20143614,14.788,0,0.000,33,22132.246,4013.470,22266.569,3984.403
20179778,8.018,3698,56.911,33,481.600,292.682,416.291,220.056
20299658,12.702,0,0.000,32,4558.908,1080.708,4461.975,1085.319
20299658,12.702,0,0.000,33,4593.972,1116.598,4426.223,1124.418
20318757,10.210,4272,0.680,36,1202.255,407.387,1182.628,377.604
20325431,8.344,3544,0.454,36,483.685,92.046,543.539,139.040
20448010,12.865,23430,0.285,36,6397.771,1700.360,6542.234,1687.483
20488899,8.084,6164,6.881,36,406.952,138.693,401.323,133.857
20498843,8.008,4664,10.865,36,586.450,426.696,587.364,411.648
20500188,8.043,3900,53.407,36,465.672,194.514,516.222,178.204
20501510,11.136,0,0.000,36,3811.011,740.631,3939.491,842.592
20881066,8.211,4703,10.737,29,631.289,352.430,620.500,341.899
20892891,11.514,3516,0.490,29,4169.837,2138.664,3855.238,2061.966
20897989,8.500,4777,9.743,29,737.110,462.551,758.187,451.536
20924617,8.035,6733,2.752,29,412.906,122.889,435.117,120.122
20925762,8.022,4981,10.959,30,500.543,279.116,569.361,284.999
21184505,8.800,6146,1.356,34,763.028,472.407,802.688,416.522
21221785,11.909,3511,0.410,34,3899.119,816.231,3834.466,849.107
21438038,8.057,4737,11.002,32,550.002,366.205,525.052,359.434
21540586,10.326,5417,1.183,32,1706.844,1452.975,1785.203,1517.899
21540586,10.326,5417,1.183,33,2379.854,1882.307,2423.181,1905.526
21618270,8.007,4746,11.582,32,587.734,430.401,566.608,434.573
21618270,8.007,4746,11.582,33,577.437,437.694,563.958,438.065
21813917,11.977,0,0.000,35,7134.010,4257.505,7043.663,4130.004
21891703,8.058,6574,1.695,35,429.358,109.505,507.942,117.426
21894942,16.904,0,0.000,35,206884.176,45292.784,208865.851,42388.771
22014729,15.757,0,0.000,35,98677.702,73320.292,99572.442,73945.247
22016715,16.490,0,0.000,35,123035.781,23743.227,122331.135,24489.935
22222900,8.194,7968,1.843,35,2610.647,1386.931,2572.033,1492.068
22233733,8.021,9452,1.926,35,378.681,76.371,467.853,106.106
22288945,8.351,4610,15.044,36,599.397,376.813,593.281,376.579
22529346,10.056,6776,1.523,33,4023.099,3693.300,4053.285,3733.395
22529346,10.056,6776,1.523,34,3996.817,3663.633,3956.681,3636.863
22600633,5.286,9517,4.397,33,135.598,33.936,116.434,29.738
22600633,5.286,9517,4.397,34,118.342,26.229,94.804,21.427
22641187,15.630,0,0.000,33,316445.172,164319.053,313460.141,162698.984
22641187,15.630,0,0.000,34,277187.228,145357.624,273555.160,144468.337
23026869,8.029,9364,2.342,33,607.456,241.887,596.630,240.293
23026869,8.029,9364,2.342,34,624.062,250.841,582.260,239.491
23031858,8.024,0,0.000,33,1183.168,1017.647,1177.470,1019.247
23031858,8.024,0,0.000,34,1179.418,1007.980,1169.162,1006.334
23126920,12.524,3216,0.331,31,8689.578,6375.126,8639.031,6335.670
23186105,8.315,4964,2.352,36,465.537,104.651,461.288,96.120
23188170,8.046,6474,3.322,36,449.495,132.822,404.806,102.556
23219822,8.174,3734,57.836,31,569.800,326.282,583.427,329.536
23226265,13.814,0,0.000,36,21936.471,5309.493,20979.604,4804.010
23226268,12.052,0,0.000,36,8159.745,3128.584,6965.230,2526.209
23270430,5.940,5847,1.142,36,168.135,33.206,149.267,30.441
23325655,9.191,0,0.000,36,1940.249,1848.770,1813.259,1441.591
23328912,8.758,8690,2.051,36,1077.614,882.924,1069.464,880.786
23369524,9.030,3532,0.371,33,2221.592,1751.424,2248.006,1755.869
23434737,7.999,5742,1.173,36,395.498,87.729,385.777,85.104
23498749,8.036,4473,15.050,36,536.921,385.466,524.816,379.455
23582373,6.355,6199,1.364,36,195.724,38.858,170.779,34.758
23612266,8.217,9160,2.169,36,423.567,91.612,420.560,101.616
23733602,8.207,4230,30.387,33,450.694,174.599,522.242,216.234
24225890,9.712,7492,2.169,30,1528.732,1266.040,1374.678,804.374
24250134,8.333,6319,2.117,30,476.172,94.824,566.393,135.658
24252344,14.137,0,0.000,30,29617.982,6870.743,29550.178,6263.450
24358417,11.702,5523,1.117,32,2647.989,729.784,2611.052,738.326
24360361,8.102,5623,2.186,32,397.523,86.732,383.890,82.877
24398462,8.088,4811,10.733,32,657.470,541.187,656.181,544.091
24405903,8.025,5061,10.295,32,491.398,311.414,493.706,312.360
24435416,12.213,3156,0.518,35,5628.923,3789.406,5606.382,3782.282
24436680,8.108,4900,18.110,35,513.839,277.738,564.751,269.008
24437956,10.746,3777,0.614,35,1921.067,969.488,2155.767,1036.796
24440555,8.193,6681,1.871,35,509.007,151.585,544.828,116.539
24441509,15.062,0,0.000,35,35068.326,6289.584,35116.959,6775.394
24450633,13.717,0,0.000,32,127042.234,116444.834,140168.890,129437.655
24450633,13.717,0,0.000,33,91411.822,75803.205,100022.420,82804.926
24451876,8.035,4206,30.677,32,494.970,312.448,420.847,241.257
24451876,8.035,4206,30.677,33,435.900,228.634,416.397,210.224
24452802,10.912,3164,0.453,32,3594.684,2096.922,3584.018,2112.849
24452802,10.912,3164,0.453,33,2376.684,1485.232,2472.505,1533.347
24518895,11.895,3425,0.560,32,11173.000,7480.872,11273.357,7528.981
24523185,8.059,4205,27.675,32,407.120,170.771,387.808,162.919
24523185,8.059,4205,27.675,33,539.808,368.291,409.250,187.793
24528012,8.142,7950,3.415,32,2779.024,2404.517,2777.316,2408.832
24606215,8.104,3754,77.136,32,650.698,558.865,476.895,248.832
24705240,8.008,5030,3.565,28,475.318,123.003,381.585,101.133
24705587,13.365,0,0.000,29,6734.244,1197.610,6527.910,1155.894
24706089,8.002,4797,10.555,27,548.516,372.225,519.827,367.081
24706089,8.002,4797,10.555,28,543.156,349.874,496.751,343.255
24706089,8.002,4797,10.555,29,522.087,326.059,488.348,320.815
24706112,16.336,0,0.000,29,109971.792,20334.901,108713.552,21393.733
24720349,9.973,0,0.000,32,4652.702,4234.554,4731.797,4273.205
24722822,8.069,7596,2.141,32,1045.103,225.524,1043.540,219.115
24773594,10.100,8181,1.551,32,1609.894,214.021,1607.315,217.422
24776909,9.908,8153,1.588,32,2009.173,345.106,2009.397,355.623
24909374,8.157,5163,6.892,30,491.880,170.401,529.211,166.063
24910593,8.191,4233,32.227,30,497.309,175.279,617.459,389.584
24921351,8.416,7102,1.627,30,1302.451,1322.846,1353.839,1312.421
24923308,11.269,3028,0.178,30,3365.405,2449.807,3524.078,2473.501
24978373,5.685,5303,2.010,30,176.889,55.689,160.837,52.868
24978613,8.866,6089,2.212,30,590.428,114.309,755.785,143.187
25051118,8.051,4049,64.591,33,535.368,341.613,478.032,218.297
25078597,11.750,4039,60.269,29,2543.008,695.543,2478.253,644.192
25078597,11.750,4039,60.269,30,2524.675,602.657,2440.165,530.406
25078597,11.750,4039,60.269,31,2484.009,472.578,2441.490,437.520
25078597,11.750,4039,60.269,32,2538.963,542.053,2615.474,767.692
25078597,11.750,4039,60.269,33,2624.844,755.158,2531.375,515.188
25078597,11.750,4039,60.269,34,2555.526,465.368,2515.803,475.023
25078597,11.750,4039,60.269,35,2688.795,538.318,2687.502,583.052
25078597,11.750,4039,60.269,36,2453.114,477.230,3889.529,672.981
25103282,8.022,4579,26.871,35,587.797,376.263,653.003,379.099
