ticids,tmags,teff,rad,sec,slow_2min,slow_1hr,fast_2min,fast_1hr
24250134,8.333,6319,2.117,30,476.172,94.824,569.642,135.913
24252344,14.137,0,0.000,30,29617.982,6870.743,29777.868,6273.946
24358417,11.702,5523,1.117,32,2647.989,729.784,2639.079,740.059
24360361,8.102,5623,2.186,32,397.523,86.732,380.740,82.943
24398462,8.088,4811,10.733,32,657.470,541.187,655.512,543.371
24405903,8.025,5061,10.295,32,491.398,311.414,496.531,312.887
24435416,12.213,3156,0.518,35,5628.923,3789.406,5589.645,3763.371
24436680,8.108,4900,18.110,35,513.839,277.738,564.229,267.627
24437956,10.746,3777,0.614,35,1921.067,969.488,2119.159,1028.750
24440555,8.193,6681,1.871,35,509.007,151.585,551.444,116.299
24441509,15.062,0,0.000,35,35068.326,6289.584,35527.796,6754.226
24450633,13.717,0,0.000,32,127042.234,116444.834,140250.683,129432.425
24450633,13.717,0,0.000,33,91411.822,75803.205,100062.944,82875.252
24451876,8.035,4206,30.677,32,494.970,312.448,418.688,242.777
24451876,8.035,4206,30.677,33,435.900,228.634,410.492,210.999
24452802,10.912,3164,0.453,32,3594.684,2096.922,3566.723,2037.013
24452802,10.912,3164,0.453,33,2376.684,1485.232,2468.778,1531.939
24518895,11.895,3425,0.560,32,11173.000,7480.872,11271.705,7524.718
24523185,8.059,4205,27.675,32,407.120,170.771,386.781,163.151
24523185,8.059,4205,27.675,33,539.808,368.291,405.278,188.203
24528012,8.142,7950,3.415,32,2779.024,2404.517,2777.054,2406.731
24606215,8.104,3754,77.136,32,650.698,558.865,468.322,248.057
24705240,8.008,5030,3.565,28,475.318,123.003,380.945,101.586
24705587,13.365,0,0.000,29,6734.244,1197.610,6626.231,1170.304
24706089,8.002,4797,10.555,27,548.516,372.225,515.940,365.370
24706089,8.002,4797,10.555,28,543.156,349.874,492.694,342.979
24706089,8.002,4797,10.555,29,522.087,326.059,486.051,321.752
24706112,16.336,0,0.000,29,109971.792,20334.901,110535.748,21321.584
24720349,9.973,0,0.000,32,4652.702,4234.554,4730.093,4275.170
24722822,8.069,7596,2.141,32,1045.103,225.524,1044.364,219.384
24773594,10.100,8181,1.551,32,1609.894,214.021,1602.384,217.070
24776909,9.908,8153,1.588,32,2009.173,345.106,2012.155,356.214
24909374,8.157,5163,6.892,30,491.880,170.401,532.790,166.010
24910593,8.191,4233,32.227,30,497.309,175.279,622.524,389.584
24921351,8.416,7102,1.627,30,1302.451,1322.846,1358.217,1311.466
24923308,11.269,3028,0.178,30,3365.405,2449.807,3514.932,2482.006
24978373,5.685,5303,2.010,30,176.889,55.689,164.032,53.288
24978613,8.866,6089,2.212,30,590.428,114.309,757.571,141.844
25051118,8.051,4049,64.591,33,535.368,341.613,479.440,218.796
25078597,11.750,4039,60.269,29,2543.008,695.543,2481.756,650.848
25078597,11.750,4039,60.269,30,2524.675,602.657,2445.775,514.109
25078597,11.750,4039,60.269,31,2484.009,472.578,2433.232,434.876
25078597,11.750,4039,60.269,32,2538.963,542.053,2606.704,765.253
25078597,11.750,4039,60.269,33,2624.844,755.158,2557.309,511.384
25078597,11.750,4039,60.269,34,2555.526,465.368,2532.857,484.268
25078597,11.750,4039,60.269,35,2688.795,538.318,2686.695,582.168
25078597,11.750,4039,60.269,36,2453.114,477.230,3855.014,677.102
25103282,8.022,4579,26.871,35,587.797,376.263,643.805,376.537
25118964,12.030,3323,0.508,29,11120.956,9238.321,11151.121,9236.667
